dt, translator_cache_key, bleu, rouge
2025-09-09T15:26:50.714292+02:00, transformers_swissai_Apertus8BInstruct2509_0.7_0.9, 0.6116340073869092, 0.0
2025-09-09T23:20:36.615329+02:00, transformers_swissai_Apertus8BInstruct2509_0.7_0.9, 0.5858238129886828, 0.0
2025-09-10T02:59:12.391286+02:00, transformers_swissai_Apertus70BInstruct2509_0.7_0.9, 0.7172245792135747, 0.0
